doc_id,date,iin,region,service_type,service,amount_kzt,channel,status,days_overdue,is_flagged,flag_reason,direction
D00248,2026-05-16,990066300066,Восточно-Казахстанская,Субсидия,Субсидия на коммунальные услуги,376026,ЦОН,Отказано,0,0,,Из бюджета
D00249,2026-05-16,990073300073,Атырауская,Налог,Земельный налог,61210,Мобильное приложение,Оплачено,0,0,,В бюджет
D00250,2026-05-16,990092300092,Алматинская,Налог,ИПН индивидуального предпринимателя,100049,eGov,Оплачено,0,0,,В бюджет
D00251,2026-05-16,990093300093,Туркестанская,Пособие,Адресная социальная помощь,94013,Мобильное приложение,Назначено,0,0,,Из бюджета
D00252,2026-05-16,990106300106,Жамбылская,Налог,Налог на транспорт,10034,ЦОН,Просрочено,173,0,,В бюджет
D00253,2026-05-16,990120300120,Актюбинская,Субсидия,Субсидия на коммунальные услуги,235382,Мобильное приложение,Отказано,0,0,,Из бюджета
D00254,2026-05-17,990005300005,Алматы,Пошлина,Пошлина за регистрацию недвижимости,14285,Мобильное приложение,Оплачено,0,0,,В бюджет
D00255,2026-05-17,990016300016,Северо-Казахстанская,Субсидия,Субсидия на коммунальные услуги,40619,Банк,Отказано,0,0,,Из бюджета
D00256,2026-05-17,990044300044,Северо-Казахстанская,Налог,ИПН индивидуального предпринимателя,8650,Мобильное приложение,Оплачено,0,0,,В бюджет
D00257,2026-05-17,990079300079,Астана,Налог,ИПН индивидуального предпринимателя,97260,Мобильное приложение,Ожидает оплаты,0,0,,В бюджет
D00258,2026-05-17,990096300096,Алматинская,Штраф,Штраф за превышение скорости,90488,Банк,Оплачено,0,0,,В бюджет
D00259,2026-05-17,990103300103,Жамбылская,Субсидия,Субсидия на коммунальные услуги,99560,eGov,На рассмотрении,0,0,,Из бюджета
D00260,2026-05-17,990113300113,Алматы,Пошлина,Пошлина за регистрацию недвижимости,14373,eGov,Ожидает оплаты,0,0,,В бюджет
D00261,2026-05-18,990036300036,Актюбинская,Штраф,Штраф за превышение скорости,96447,eGov,Оплачено,0,0,,В бюджет
D00262,2026-05-18,990042300042,Алматинская,Субсидия,Жилищная помощь,178308,eGov,На рассмотрении,0,0,,Из бюджета
D00263,2026-05-18,990048300048,Жамбылская,Пошлина,Госпошлина за регистрацию авто,5489,Мобильное приложение,Оплачено,0,0,,В бюджет
D00264,2026-05-18,990106300106,Жамбылская,Штраф,Штраф за превышение скорости,79833,Мобильное приложение,Ожидает оплаты,0,0,,В бюджет
D00265,2026-05-18,990110300110,Астана,Налог,ИПН индивидуального предпринимателя,104679,eGov,Оплачено,0,0,,В бюджет
D00266,2026-05-18,990111300111,Актюбинская,Субсидия,Субсидия на коммунальные услуги,55091,eGov,Назначено,0,0,,Из бюджета
D00267,2026-05-18,990112300112,Костанайская,Пошлина,Пошлина за регистрацию недвижимости,14860,Банк,Просрочено,221,0,,В бюджет
D00268,2026-05-19,990040300040,Карагандинская,Пошлина,Пошлина за регистрацию недвижимости,28524,eGov,Оплачено,0,0,,В бюджет
D00269,2026-05-19,990069300069,Мангистауская,Пособие,Пособие по уходу за ребёнком,37657,ЦОН,Назначено,0,0,,Из бюджета
D00270,2026-05-19,990074300074,Жамбылская,Штраф,Штраф за парковку,69051,Банк,Оплачено,0,0,,В бюджет
D00271,2026-05-19,990105300105,Павлодарская,Налог,ИПН индивидуального предпринимателя,69288,Мобильное приложение,Ожидает оплаты,0,0,,В бюджет
D00272,2026-05-19,990106300106,Жамбылская,Пошлина,Госпошлина за регистрацию авто,22167,Мобильное приложение,Просрочено,29,0,,В бюджет
D00273,2026-05-19,990117300117,Карагандинская,Налог,Налог на транспорт,96888,ЦОН,Ожидает оплаты,0,0,,В бюджет
D00274,2026-05-19,990081300081,Кызылординская,Субсидия,Жилищная помощь,77990,ЦОН,Отказано,0,1,Отказ по субсидии: в регионе доля отказов заметно выше средней,Из бюджета
D00275,2026-05-20,990088300088,Павлодарская,Пошлина,Госпошлина за регистрацию авто,7792,Банк,Оплачено,0,0,,В бюджет
D00276,2026-05-20,990094300094,Алматы,Пособие,Пособие по уходу за ребёнком,50213,Банк,Отказано,0,0,,Из бюджета
D00277,2026-05-21,990029300029,Акмолинская,Штраф,Штраф за превышение скорости,19252,Банк,Оплачено,0,0,,В бюджет
D00278,2026-05-21,990037300037,Мангистауская,Штраф,Штраф за парковку,86134,Банк,Просрочено,234,0,,В бюджет
D00279,2026-05-21,990039300039,Мангистауская,Штраф,Административный штраф,94505,ЦОН,Оплачено,0,0,,В бюджет
D00280,2026-05-21,990064300064,Костанайская,Субсидия,Жилищная помощь,38066,eGov,На рассмотрении,0,0,,Из бюджета
D00281,2026-05-21,990073300073,Атырауская,Налог,Налог на транспорт,57492,Банк,Оплачено,0,0,,В бюджет
D00282,2026-05-21,990104300104,Туркестанская,Пособие,Пособие по уходу за ребёнком,117202,eGov,Отказано,0,0,,Из бюджета
D00283,2026-05-21,990104300104,Туркестанская,Субсидия,Субсидия на коммунальные услуги,208055,Банк,Назначено,0,0,,Из бюджета
D00284,2026-05-22,990034300034,Акмолинская,Налог,Налог на транспорт,38746,eGov,Ожидает оплаты,0,0,,В бюджет
D00285,2026-05-22,990036300036,Актюбинская,Пошлина,Пошлина за регистрацию недвижимости,27620,Мобильное приложение,Просрочено,78,0,,В бюджет
D00286,2026-05-22,990036300036,Актюбинская,Пошлина,Пошлина за загранпаспорт,16000,eGov,Оплачено,0,0,,В бюджет
D00287,2026-05-22,990070300070,Павлодарская,Пособие,Адресная социальная помощь,127987,Мобильное приложение,Назначено,0,0,,Из бюджета
D00288,2026-05-22,990071300071,Алматинская,Пошлина,Госпошлина за регистрацию авто,13566,Мобильное приложение,Оплачено,0,0,,В бюджет
D00289,2026-05-22,990083300083,Кызылординская,Пособие,Пособие по инвалидности,31725,Банк,На рассмотрении,0,0,,Из бюджета
D00290,2026-05-22,990109300109,Шымкент,Пособие,Адресная социальная помощь,30610,ЦОН,Назначено,0,0,,Из бюджета
D00291,2026-05-22,990110300110,Астана,Субсидия,Субсидия на коммунальные услуги,93018,Банк,Назначено,0,0,,Из бюджета
D00292,2026-05-22,990117300117,Карагандинская,Субсидия,Жилищная помощь,71526,eGov,На рассмотрении,0,0,,Из бюджета
D00293,2026-05-23,990008300008,Кызылординская,Пошлина,Пошлина за загранпаспорт,18738,Банк,Оплачено,0,0,,В бюджет
D00294,2026-05-23,990040300040,Карагандинская,Налог,Земельный налог,53160,Мобильное приложение,Ожидает оплаты,0,0,,В бюджет
D00295,2026-05-23,990056300056,Карагандинская,Пособие,Пособие по инвалидности,42404,ЦОН,Назначено,0,0,,Из бюджета
D00296,2026-05-23,990059300059,Астана,Субсидия,Агросубсидия,39925,Банк,На рассмотрении,0,0,,Из бюджета
D00297,2026-05-23,990083300083,Кызылординская,Штраф,Штраф за превышение скорости,72154,Банк,Оплачено,0,0,,В бюджет
D00298,2026-05-23,990109300109,Шымкент,Пособие,Пособие по уходу за ребёнком,66485,ЦОН,Отказано,0,0,,Из бюджета
D00299,2026-05-23,990113300113,Алматы,Налог,ИПН индивидуального предпринимателя,30594,ЦОН,Оплачено,0,0,,В бюджет
D00300,2026-05-23,990117300117,Карагандинская,Пошлина,Пошлина за регистрацию недвижимости,20786,ЦОН,Оплачено,0,0,,В бюджет
D00301,2026-05-24,990047300047,Восточно-Казахстанская,Пошлина,Пошлина за регистрацию недвижимости,17427,Мобильное приложение,Просрочено,190,0,,В бюджет
D00302,2026-05-24,990100300100,Шымкент,Пошлина,Пошлина за регистрацию недвижимости,21470,eGov,Оплачено,0,0,,В бюджет
D00303,2026-05-24,990106300106,Жамбылская,Штраф,Административный штраф,74606,eGov,Оплачено,0,0,,В бюджет
D00304,2026-05-24,990116300116,Павлодарская,Пошлина,Госпошлина за регистрацию авто,2184,eGov,Оплачено,0,0,,В бюджет
D00305,2026-05-24,990120300120,Актюбинская,Пошлина,Пошлина за загранпаспорт,12439,Банк,Просрочено,45,0,,В бюджет
D00306,2026-05-25,990004300004,Карагандинская,Пособие,Адресная социальная помощь,90959,Мобильное приложение,Назначено,0,0,,Из бюджета
D00307,2026-05-25,990057300057,Алматы,Штраф,Административный штраф,45794,Мобильное приложение,Оплачено,0,0,,В бюджет
D00308,2026-05-25,990087300087,Карагандинская,Субсидия,Субсидия на коммунальные услуги,107720,Банк,Назначено,0,0,,Из бюджета
D00309,2026-05-25,990091300091,Мангистауская,Пошлина,Госпошлина за регистрацию авто,8055,Банк,Ожидает оплаты,0,0,,В бюджет
D00310,2026-05-26,990044300044,Северо-Казахстанская,Штраф,Штраф за парковку,32901,eGov,Оплачено,0,0,,В бюджет
D00311,2026-05-26,990059300059,Астана,Пошлина,Пошлина за загранпаспорт,19058,Мобильное приложение,Оплачено,0,0,,В бюджет
D00312,2026-05-26,990082300082,Актюбинская,Налог,Налог на имущество,26567,Мобильное приложение,Оплачено,0,0,,В бюджет
D00313,2026-05-26,990117300117,Карагандинская,Налог,Налог на имущество,47732,Банк,Ожидает оплаты,0,0,,В бюджет
D00314,2026-05-27,990022300022,Жамбылская,Пособие,Пособие по уходу за ребёнком,100883,Банк,На рассмотрении,0,0,,Из бюджета
D00315,2026-05-27,990064300064,Костанайская,Пособие,Пособие по уходу за ребёнком,40182,eGov,Назначено,0,0,,Из бюджета
D00316,2026-05-27,990066300066,Восточно-Казахстанская,Пошлина,Пошлина за загранпаспорт,16710,eGov,Оплачено,0,0,,В бюджет
D00317,2026-05-27,990073300073,Атырауская,Штраф,Штраф за парковку,14469,ЦОН,Оплачено,0,0,,В бюджет
D00318,2026-05-28,990010300010,Алматы,Пошлина,Пошлина за загранпаспорт,11465,ЦОН,Оплачено,0,0,,В бюджет
D00319,2026-05-28,990037300037,Мангистауская,Субсидия,Субсидия на коммунальные услуги,90923,Банк,Назначено,0,0,,Из бюджета
D00320,2026-05-28,990055300055,Мангистауская,Налог,Налог на имущество,38590,Банк,Просрочено,12,0,,В бюджет
D00321,2026-05-28,990067300067,Кызылординская,Штраф,Административный штраф,97187,Банк,Оплачено,0,0,,В бюджет
D00322,2026-05-28,990073300073,Атырауская,Налог,Налог на имущество,79448,eGov,Ожидает оплаты,0,0,,В бюджет
D00323,2026-05-28,990076300076,Туркестанская,Штраф,Штраф за превышение скорости,70907,ЦОН,Просрочено,53,0,,В бюджет
D00324,2026-05-28,990095300095,Восточно-Казахстанская,Налог,Земельный налог,44960,Банк,Просрочено,77,0,,В бюджет
D00325,2026-05-28,990112300112,Костанайская,Пособие,Адресная социальная помощь,42189,ЦОН,Отказано,0,0,,Из бюджета
D00326,2026-05-28,990095300095,Кызылординская,Субсидия,Жилищная помощь,70777,ЦОН,Отказано,0,1,Отказ по субсидии: в регионе доля отказов заметно выше средней,Из бюджета
D00327,2026-05-29,990002300002,Алматинская,Субсидия,Агросубсидия,149985,eGov,Назначено,0,0,,Из бюджета
D00328,2026-05-29,990017300017,Восточно-Казахстанская,Субсидия,Жилищная помощь,338072,Банк,На рассмотрении,0,0,,Из бюджета
D00329,2026-05-29,990021300021,Актюбинская,Налог,Налог на имущество,77584,Банк,Просрочено,22,0,,В бюджет
D00330,2026-05-29,990049300049,Туркестанская,Штраф,Штраф за превышение скорости,90531,eGov,Просрочено,224,0,,В бюджет
D00331,2026-05-29,990092300092,Алматинская,Пособие,Адресная социальная помощь,134353,Мобильное приложение,Отказано,0,0,,Из бюджета
D00332,2026-05-29,990093300093,Туркестанская,Штраф,Административный штраф,22426,eGov,Ожидает оплаты,0,0,,В бюджет
D00333,2026-05-30,990020300020,Мангистауская,Штраф,Административный штраф,31492,Мобильное приложение,Оплачено,0,0,,В бюджет
D00334,2026-05-30,990058300058,Туркестанская,Налог,Налог на имущество,10956,Банк,Оплачено,0,0,,В бюджет
D00335,2026-05-30,990066300066,Восточно-Казахстанская,Штраф,Штраф за парковку,13417,eGov,Оплачено,0,0,,В бюджет
D00336,2026-05-30,990090300090,Алматинская,Пошлина,Госпошлина за регистрацию авто,3292,Банк,Ожидает оплаты,0,0,,В бюджет
D00337,2026-05-30,990107300107,Атырауская,Пошлина,Пошлина за загранпаспорт,26854,ЦОН,Оплачено,0,0,,В бюджет
D00338,2026-05-31,990012300012,Восточно-Казахстанская,Пособие,Адресная социальная помощь,79984,Банк,Назначено,0,0,,Из бюджета
D00339,2026-05-31,990063300063,Северо-Казахстанская,Субсидия,Субсидия на коммунальные услуги,275104,ЦОН,Назначено,0,0,,Из бюджета
D00340,2026-05-31,990083300083,Кызылординская,Субсидия,Агросубсидия,269434,Мобильное приложение,Назначено,0,0,,Из бюджета
D00341,2026-05-31,990098300098,Северо-Казахстанская,Штраф,Штраф за парковку,26844,Банк,Просрочено,225,0,,В бюджет
D00342,2026-05-31,990104300104,Туркестанская,Штраф,Административный штраф,29601,eGov,Оплачено,0,0,,В бюджет
D00343,2026-05-31,990058300058,Туркестанская,Пособие,Пособие по уходу за ребёнком,85837,ЦОН,Назначено,0,1,Дубль выплаты: то же пособие назначено дважды,Из бюджета
D00344,2026-05-31,990098300098,Кызылординская,Субсидия,Жилищная помощь,107744,ЦОН,Отказано,0,1,Отказ по субсидии: в регионе доля отказов заметно выше средней,Из бюджета
D00345,2026-06-01,990046300046,Алматы,Пошлина,Пошлина за загранпаспорт,6741,Мобильное приложение,Оплачено,0,0,,В бюджет
D00346,2026-06-01,990059300059,Астана,Субсидия,Агросубсидия,174948,eGov,Назначено,0,0,,Из бюджета
D00347,2026-06-02,990005300005,Алматы,Пособие,Пособие по инвалидности,41539,Мобильное приложение,Назначено,0,0,,Из бюджета
D00348,2026-06-02,990020300020,Мангистауская,Субсидия,Субсидия на коммунальные услуги,338848,Мобильное приложение,На рассмотрении,0,0,,Из бюджета
D00349,2026-06-02,990024300024,Северо-Казахстанская,Налог,Налог на транспорт,10817,Банк,Оплачено,0,0,,В бюджет
D00350,2026-06-02,990037300037,Мангистауская,Субсидия,Агросубсидия,383961,Мобильное приложение,На рассмотрении,0,0,,Из бюджета
D00351,2026-06-02,990041300041,Павлодарская,Штраф,Штраф за парковку,22355,ЦОН,Просрочено,183,0,,В бюджет
D00352,2026-06-02,990061300061,Астана,Налог,Налог на транспорт,10064,eGov,Оплачено,0,0,,В бюджет
D00353,2026-06-02,990105300105,Павлодарская,Налог,Земельный налог,72240,Мобильное приложение,Оплачено,0,0,,В бюджет
D00354,2026-06-02,990108300108,Костанайская,Субсидия,Агросубсидия,257919,ЦОН,Назначено,0,0,,Из бюджета
D00355,2026-06-02,990113300113,Алматы,Налог,ИПН индивидуального предпринимателя,100106,eGov,Ожидает оплаты,0,0,,В бюджет
D00356,2026-06-02,990114300114,Алматинская,Пособие,Пособие по уходу за ребёнком,100152,eGov,Отказано,0,0,,Из бюджета
D00357,2026-06-03,990005300005,Алматы,Налог,ИПН индивидуального предпринимателя,88745,eGov,Оплачено,0,0,,В бюджет
D00358,2026-06-03,990043300043,Актюбинская,Субсидия,Агросубсидия,326738,ЦОН,Отказано,0,0,,Из бюджета
D00359,2026-06-03,990050300050,Алматинская,Пошлина,Пошлина за загранпаспорт,3942,Банк,Просрочено,174,0,,В бюджет
D00360,2026-06-03,990059300059,Астана,Пособие,Пособие по уходу за ребёнком,55973,eGov,На рассмотрении,0,0,,Из бюджета
D00361,2026-06-03,990104300104,Туркестанская,Пошлина,Пошлина за загранпаспорт,25105,eGov,Оплачено,0,0,,В бюджет
D00362,2026-06-04,990022300022,Жамбылская,Пособие,Пособие по инвалидности,62394,Мобильное приложение,На рассмотрении,0,0,,Из бюджета
D00363,2026-06-04,990030300030,Шымкент,Штраф,Административный штраф,71054,Банк,Оплачено,0,0,,В бюджет
D00364,2026-06-04,990034300034,Акмолинская,Налог,Земельный налог,64269,Мобильное приложение,Оплачено,0,0,,В бюджет
D00365,2026-06-04,990058300058,Туркестанская,Штраф,Штраф за парковку,18401,Банк,Оплачено,0,0,,В бюджет
D00366,2026-06-04,990074300074,Жамбылская,Штраф,Штраф за парковку,86643,Мобильное приложение,Ожидает оплаты,0,0,,В бюджет
D00367,2026-06-04,990105300105,Павлодарская,Пошлина,Пошлина за регистрацию недвижимости,12266,ЦОН,Оплачено,0,0,,В бюджет
D00368,2026-06-05,990010300010,Алматы,Субсидия,Субсидия на коммунальные услуги,362817,ЦОН,Назначено,0,0,,Из бюджета
D00369,2026-06-05,990116300116,Павлодарская,Пошлина,Пошлина за регистрацию недвижимости,7234,Банк,Оплачено,0,0,,В бюджет
D00370,2026-06-06,990007300007,Атырауская,Субсидия,Агросубсидия,60334,Банк,Назначено,0,0,,Из бюджета
D00371,2026-06-06,990043300043,Актюбинская,Штраф,Штраф за парковку,62421,eGov,Оплачено,0,0,,В бюджет
D00372,2026-06-06,990086300086,Алматы,Пошлина,Пошлина за регистрацию недвижимости,3508,ЦОН,Оплачено,0,0,,В бюджет
D00373,2026-06-06,990091300091,Мангистауская,Субсидия,Агросубсидия,84340,ЦОН,Назначено,0,0,,Из бюджета
D00374,2026-06-06,990093300093,Туркестанская,Пособие,Пособие по уходу за ребёнком,44347,Банк,На рассмотрении,0,0,,Из бюджета
D00375,2026-06-06,990095300095,Восточно-Казахстанская,Субсидия,Субсидия на коммунальные услуги,373994,eGov,Назначено,0,0,,Из бюджета
D00376,2026-06-06,990116300116,Павлодарская,Субсидия,Субсидия на коммунальные услуги,255273,Банк,На рассмотрении,0,0,,Из бюджета
D00377,2026-06-07,990023300023,Костанайская,Пособие,Пособие по уходу за ребёнком,123835,eGov,На рассмотрении,0,0,,Из бюджета
D00378,2026-06-07,990061300061,Астана,Налог,ИПН индивидуального предпринимателя,36278,eGov,Оплачено,0,0,,В бюджет
D00379,2026-06-07,990064300064,Костанайская,Налог,Налог на имущество,56970,Мобильное приложение,Просрочено,96,0,,В бюджет
D00380,2026-06-07,990078300078,Акмолинская,Налог,ИПН индивидуального предпринимателя,27844,ЦОН,Оплачено,0,0,,В бюджет
D00381,2026-06-07,990078300078,Акмолинская,Штраф,Штраф за парковку,98980,Банк,Оплачено,0,0,,В бюджет
D00382,2026-06-07,990090300090,Алматинская,Налог,Налог на транспорт,85930,Банк,Оплачено,0,0,,В бюджет
D00383,2026-06-07,990096300096,Алматинская,Пошлина,Пошлина за регистрацию недвижимости,7190,ЦОН,Ожидает оплаты,0,0,,В бюджет
D00384,2026-06-08,990038300038,Северо-Казахстанская,Субсидия,Субсидия на коммунальные услуги,119443,eGov,Назначено,0,0,,Из бюджета
D00385,2026-06-08,990051300051,Костанайская,Субсидия,Агросубсидия,170871,ЦОН,Назначено,0,0,,Из бюджета
D00386,2026-06-08,990056300056,Карагандинская,Пособие,Пособие по инвалидности,88851,eGov,Отказано,0,0,,Из бюджета
D00387,2026-06-08,990072300072,Алматинская,Пособие,Пособие по инвалидности,54697,Мобильное приложение,На рассмотрении,0,0,,Из бюджета
D00388,2026-06-08,990100300100,Шымкент,Штраф,Штраф за парковку,38519,Банк,Оплачено,0,0,,В бюджет
D00389,2026-06-08,990103300103,Жамбылская,Субсидия,Жилищная помощь,389763,Банк,Назначено,0,0,,Из бюджета
D00390,2026-06-08,990099300099,Кызылординская,Субсидия,Жилищная помощь,96970,ЦОН,Отказано,0,1,Отказ по субсидии: в регионе доля отказов заметно выше средней,Из бюджета
D00391,2026-06-09,990002300002,Алматинская,Пошлина,Госпошлина за регистрацию авто,6157,Мобильное приложение,Просрочено,191,0,,В бюджет
D00392,2026-06-09,990042300042,Алматинская,Пособие,Пособие по уходу за ребёнком,131382,Мобильное приложение,Отказано,0,0,,Из бюджета
D00393,2026-06-09,990062300062,Алматы,Пособие,Адресная социальная помощь,56033,Банк,Назначено,0,0,,Из бюджета
D00394,2026-06-09,990103300103,Жамбылская,Пошлина,Госпошлина за регистрацию авто,19651,Мобильное приложение,Оплачено,0,0,,В бюджет
D00395,2026-06-09,990118300118,Алматы,Субсидия,Жилищная помощь,230736,Банк,Назначено,0,0,,Из бюджета
D00396,2026-06-10,990017300017,Восточно-Казахстанская,Субсидия,Жилищная помощь,110062,Мобильное приложение,Назначено,0,0,,Из бюджета
D00397,2026-06-10,990017300017,Восточно-Казахстанская,Штраф,Штраф за парковку,11273,ЦОН,Оплачено,0,0,,В бюджет
D00398,2026-06-10,990045300045,Кызылординская,Пособие,Пособие по уходу за ребёнком,82578,ЦОН,Назначено,0,0,,Из бюджета
D00399,2026-06-10,990065300065,Туркестанская,Пособие,Пособие по уходу за ребёнком,69243,ЦОН,Отказано,0,0,,Из бюджета
D00400,2026-06-10,990076300076,Туркестанская,Пошлина,Пошлина за регистрацию недвижимости,3153,Мобильное приложение,Оплачено,0,0,,В бюджет
D00401,2026-06-10,990105300105,Павлодарская,Субсидия,Агросубсидия,158636,Мобильное приложение,Назначено,0,0,,Из бюджета
D00402,2026-06-10,990107300107,Атырауская,Штраф,Штраф за превышение скорости,87015,eGov,Оплачено,0,0,,В бюджет
D00403,2026-06-11,990005300005,Алматы,Налог,Земельный налог,13149,ЦОН,Оплачено,0,0,,В бюджет
D00404,2026-06-11,990010300010,Алматы,Налог,ИПН индивидуального предпринимателя,42750,eGov,Оплачено,0,0,,В бюджет
D00405,2026-06-11,990016300016,Северо-Казахстанская,Пособие,Адресная социальная помощь,124729,Банк,Назначено,0,0,,Из бюджета
D00406,2026-06-11,990019300019,Атырауская,Штраф,Штраф за превышение скорости,52345,Мобильное приложение,Просрочено,15,0,,В бюджет
D00407,2026-06-11,990049300049,Туркестанская,Пошлина,Пошлина за загранпаспорт,2827,eGov,Просрочено,126,0,,В бюджет
D00408,2026-06-11,990060300060,Туркестанская,Пособие,Пособие по инвалидности,92071,ЦОН,Назначено,0,0,,Из бюджета
D00409,2026-06-12,990018300018,Северо-Казахстанская,Пособие,Адресная социальная помощь,29080,Банк,Отказано,0,0,,Из бюджета
D00410,2026-06-12,990032300032,Павлодарская,Субсидия,Агросубсидия,342980,eGov,Назначено,0,0,,Из бюджета
D00411,2026-06-12,990042300042,Алматинская,Налог,Налог на транспорт,111772,Банк,Оплачено,0,0,,В бюджет
D00412,2026-06-12,990062300062,Алматы,Пошлина,Пошлина за загранпаспорт,3464,Мобильное приложение,Просрочено,16,0,,В бюджет
D00413,2026-06-12,990093300093,Туркестанская,Пошлина,Пошлина за загранпаспорт,23327,eGov,Оплачено,0,0,,В бюджет
D00414,2026-06-13,990020300020,Мангистауская,Пособие,Пособие по уходу за ребёнком,50445,ЦОН,Отказано,0,0,,Из бюджета
D00415,2026-06-13,990038300038,Северо-Казахстанская,Налог,ИПН индивидуального предпринимателя,73715,Мобильное приложение,Оплачено,0,0,,В бюджет
D00416,2026-06-13,990041300041,Павлодарская,Штраф,Штраф за парковку,60444,Банк,Ожидает оплаты,0,0,,В бюджет
D00417,2026-06-13,990083300083,Кызылординская,Налог,Земельный налог,91271,ЦОН,Оплачено,0,0,,В бюджет
D00418,2026-06-13,990096300096,Алматинская,Субсидия,Агросубсидия,337906,ЦОН,Назначено,0,0,,Из бюджета
D00419,2026-06-13,990113300113,Алматы,Налог,Земельный налог,55549,Банк,Оплачено,0,0,,В бюджет
D00420,2026-06-13,990114300114,Алматинская,Штраф,Административный штраф,79177,Мобильное приложение,Оплачено,0,0,,В бюджет
D00421,2026-06-14,990020300020,Мангистауская,Пособие,Пособие по инвалидности,129018,Мобильное приложение,Назначено,0,0,,Из бюджета
D00422,2026-06-14,990028300028,Павлодарская,Пошлина,Госпошлина за регистрацию авто,23369,Банк,Оплачено,0,0,,В бюджет
D00423,2026-06-14,990028300028,Павлодарская,Субсидия,Агросубсидия,179636,Мобильное приложение,Отказано,0,0,,Из бюджета
D00424,2026-06-14,990051300051,Костанайская,Налог,Земельный налог,104328,eGov,Просрочено,158,0,,В бюджет
D00425,2026-06-14,990057300057,Алматы,Субсидия,Агросубсидия,229344,Банк,На рассмотрении,0,0,,Из бюджета
D00426,2026-06-14,990078300078,Акмолинская,Пособие,Пособие по уходу за ребёнком,126647,eGov,Назначено,0,0,,Из бюджета
D00427,2026-06-14,990086300086,Алматы,Налог,Земельный налог,111725,eGov,Оплачено,0,0,,В бюджет
D00428,2026-06-14,990115300115,Алматинская,Штраф,Штраф за превышение скорости,78260,eGov,Ожидает оплаты,0,0,,В бюджет
D00429,2026-06-14,990116300116,Павлодарская,Пособие,Пособие по уходу за ребёнком,135458,ЦОН,Отказано,0,0,,Из бюджета
D00430,2026-06-15,990021300021,Актюбинская,Пошлина,Госпошлина за регистрацию авто,2811,eGov,Оплачено,0,0,,В бюджет
D00431,2026-06-15,990022300022,Жамбылская,Пошлина,Пошлина за регистрацию недвижимости,11730,Банк,Ожидает оплаты,0,0,,В бюджет
D00432,2026-06-15,990022300022,Жамбылская,Субсидия,Жилищная помощь,125079,Мобильное приложение,На рассмотрении,0,0,,Из бюджета
D00433,2026-06-15,990069300069,Мангистауская,Пособие,Пособие по уходу за ребёнком,81411,eGov,Назначено,0,0,,Из бюджета
D00434,2026-06-15,990074300074,Жамбылская,Штраф,Административный штраф,12291,Мобильное приложение,Оплачено,0,0,,В бюджет
D00435,2026-06-15,990075300075,Атырауская,Штраф,Административный штраф,88885,ЦОН,Оплачено,0,0,,В бюджет
D00436,2026-06-15,990105300105,Павлодарская,Субсидия,Жилищная помощь,226521,Мобильное приложение,Назначено,0,0,,Из бюджета
D00437,2026-06-16,990018300018,Северо-Казахстанская,Пособие,Пособие по инвалидности,72547,Мобильное приложение,Назначено,0,0,,Из бюджета
D00438,2026-06-16,990036300036,Актюбинская,Штраф,Административный штраф,15845,Банк,Оплачено,0,0,,В бюджет
D00439,2026-06-16,990049300049,Туркестанская,Пошлина,Пошлина за регистрацию недвижимости,24896,eGov,Просрочено,41,0,,В бюджет
D00440,2026-06-16,990052300052,Акмолинская,Пособие,Адресная социальная помощь,126934,ЦОН,На рассмотрении,0,0,,Из бюджета
D00441,2026-06-16,990056300056,Карагандинская,Субсидия,Субсидия на коммунальные услуги,67894,ЦОН,Назначено,0,0,,Из бюджета
D00442,2026-06-16,990074300074,Жамбылская,Налог,Земельный налог,69568,Банк,Оплачено,0,0,,В бюджет
D00443,2026-06-16,990120300120,Актюбинская,Субсидия,Жилищная помощь,106095,Банк,Отказано,0,0,,Из бюджета
D00444,2026-06-17,990010300010,Алматы,Пошлина,Пошлина за загранпаспорт,13073,eGov,Просрочено,150,0,,В бюджет
D00445,2026-06-17,990024300024,Северо-Казахстанская,Пособие,Пособие по уходу за ребёнком,30668,eGov,Назначено,0,0,,Из бюджета
D00446,2026-06-17,990033300033,Актюбинская,Субсидия,Жилищная помощь,317184,ЦОН,Отказано,0,0,,Из бюджета
D00447,2026-06-17,990120300120,Актюбинская,Налог,Налог на транспорт,42475,eGov,Ожидает оплаты,0,0,,В бюджет
D00448,2026-06-18,990017300017,Восточно-Казахстанская,Налог,Земельный налог,30484,ЦОН,Оплачено,0,0,,В бюджет
D00449,2026-06-18,990017300017,Восточно-Казахстанская,Субсидия,Субсидия на коммунальные услуги,290056,Банк,На рассмотрении,0,0,,Из бюджета
D00450,2026-06-18,990043300043,Актюбинская,Штраф,Штраф за превышение скорости,70101,Мобильное приложение,Оплачено,0,0,,В бюджет
D00451,2026-06-18,990047300047,Восточно-Казахстанская,Пошлина,Пошлина за загранпаспорт,12349,Банк,Просрочено,87,0,,В бюджет
D00452,2026-06-18,990062300062,Алматы,Налог,Налог на транспорт,92277,Мобильное приложение,Оплачено,0,0,,В бюджет
D00453,2026-06-18,990109300109,Шымкент,Пошлина,Пошлина за загранпаспорт,1891,eGov,Просрочено,42,0,,В бюджет
D00454,2026-06-19,990029300029,Акмолинская,Штраф,Административный штраф,15055,eGov,Оплачено,0,0,,В бюджет
D00455,2026-06-19,990030300030,Шымкент,Штраф,Штраф за превышение скорости,63554,eGov,Ожидает оплаты,0,0,,В бюджет
